# STRING,ENGLISH,SIMPLIFIED CHINESE
STR_GRF_NAME,China Set: Trains {VERSION_STRING},中国包：火车 {VERSION_STRING}
STR_SS9G_NICKNAME,{BLACK}Nickname: {GOLD}Shochu,{BLACK}昵称：{GOLD}烧酒
STR_DJ1_NICKNAME,{BLACK}Nickname: {GOLD}Swan,{BLACK}昵称：{GOLD}白天鹅
STR_HXD1_NICKNAME,{BLACK}Nickname: {GOLD}Smurf,{BLACK}昵称：{GOLD}蓝精灵
STR_HXD1B_NICKNAME,{BLACK}Nickname: {GOLD}River Crab,{BLACK}昵称：{GOLD}河蟹
STR_HXD1C_NICKNAME,{BLACK}Nickname: {GOLD}Crab,{BLACK}昵称：{GOLD}螃蟹
STR_HXD1D_NICKNAME,{BLACK}Nickname: {GOLD}Jujube,{BLACK}昵称：{GOLD}红枣
STR_HXD2_NICKNAME,{BLACK}Nickname: {GOLD}Electric Hippo,{BLACK}昵称：{GOLD}电河马
STR_HXD3_NICKNAME,{BLACK}Nickname: {GOLD}Electric Monkey,{BLACK}昵称：{GOLD}电猴
STR_HXD3C_NICKNAME,{BLACK}Nickname: {GOLD}Electric Baboon,{BLACK}昵称：{GOLD}电狒狒
STR_HXD3D_NICKNAME,{BLACK}Nickname: {GOLD}Tomato,{BLACK}昵称：{GOLD}番茄
STR_NDJ3_NICKNAME,{BLACK}Nickname: {WHITE}White Pig,{BLACK}昵称：{WHITE}大白猪
STR_CR200J_NICKNAME,"{BLACK}Nickname: {GREEN}""Hulk"" {GOLD}(Official), {GREEN}""Trash Bin"" {GOLD}(Folk)",{BLACK}昵称：{GREEN}“绿巨人”{GOLD}(官方)，{GREEN}“垃圾桶”{GOLD}(民间)
STR_CR200JSG_NICKNAME,"{BLACK}Nickname: {GREEN}""Dual-Powered Bin"" {GOLD}(Folk)",{BLACK}昵称：{GREEN}“双源桶”{GOLD}(民间)
STR_CR200JC_NICKNAME,"{BLACK}Nickname: {RED}""A{WHITE}D {GREEN}Bin"" {GOLD}(Folk)",{BLACK}昵称：{RED}“A{WHITE}D{GREEN}桶”{GOLD}(民间)
STR_CRH1A_NICKNAME,{BLACK}Nickname: {GOLD}Metro,{BLACK}昵称：{GOLD}地铁
STR_CRH1B_NICKNAME,{BLACK}Nickname: {GOLD}Long Metro ,{BLACK}昵称：{GOLD}长地铁
STR_CRH1E_NICKNAME,{BLACK}Nickname: {GOLD}Sleeping Metro ,{BLACK}昵称：{GOLD}睡地铁
STR_CRH1E_NG_NICKNAME,{BLACK}Nickname: {GOLD}Cute Sleeping Metro ,{BLACK}昵称：{GOLD}萌睡地铁
STR_CRH1AA_NICKNAME,{BLACK}Nickname: {GOLD}Cute Metro ,{BLACK}昵称：{GOLD}萌地铁
STR_CRH2A_NICKNAME,{BLACK}Nickname: {GOLD}Hairtail,{BLACK}昵称：{GOLD}带鱼
STR_CRH2B_NICKNAME,{BLACK}Nickname: {GOLD}Long Hairtail,{BLACK}昵称：{GOLD}长带鱼
STR_CRH2C_NICKNAME,{BLACK}Nickname: {GOLD}Crazy Hairtail,{BLACK}昵称：{GOLD}疯带鱼
STR_CRH2E_NICKNAME,{BLACK}Nickname: {GOLD}Sleeper Hairtail,{BLACK}昵称：{GOLD}睡带鱼
STR_CRH2G_NICKNAME,{BLACK}Nickname: {GOLD}Advanced Black Face,{BLACK}昵称：{GOLD}先进黑脸
STR_CJ1_NICKNAME,{BLACK}Nickname: {GOLD}Toy Car,{BLACK}昵称：{GOLD}玩具车
STR_CRH3A_NICKNAME,{BLACK}Nickname: {GOLD}Golden Eyes,{BLACK}昵称：{GOLD}黄金眼
STR_CRH3C_NICKNAME,{BLACK}Nickname: {GOLD}Rabbit,{BLACK}昵称：{GOLD}兔子
STR_CRH5A_NICKNAME,{BLACK}Nickname: {GOLD}Donkey,{BLACK}昵称：{GOLD}驴
STR_CRH6F_NICKNAME,{BLACK}Nickname: {GOLD}Real Metro,{BLACK}昵称：{GOLD}真地铁
STR_CRH6FA_NICKNAME,{BLACK}Nickname: {GOLD}Real Metro,{BLACK}昵称：{GOLD}真地铁
STR_CRH380A_NICKNAME,{BLACK}Nickname: {GOLD}Big Rat,{BLACK}昵称：{GOLD}大老鼠
STR_CRH380AM_NICKNAME,{BLACK}Nickname: {GOLD}Bronze Sword,{BLACK}昵称：{GOLD}青铜剑
STR_CRH380B_NICKNAME,{BLACK}Nickname: {GOLD}Crazy Rabbit,{BLACK}昵称：{GOLD}疯兔子
STR_CRH380CL_NICKNAME,{BLACK}Nickname: {GOLD}Shark,{BLACK}昵称：{GOLD}大鲨鱼
STR_CRH380D_NICKNAME,{BLACK}Nickname: {GOLD}Crazy Metro,{BLACK}昵称：{GOLD}疯地铁
STR_CR400AF_NICKNAME,{BLACK}Nickname: {GOLD}Red Loong,{BLACK}昵称：{RED}红神龙
STR_CR400BF_NICKNAME,{BLACK}Nickname: {GOLD}Golden Phoenix,{BLACK}昵称：{GOLD}金凤凰
STR_CR400BF_KEBIAN," {GOLD}The original variable gauge EMU was replaced with an ordinary CR400BF bogie in actual operation, and the variable gauge function was cancelled",{GOLD}原可变轨距动车，实际运营中更换为普通CR400BF转向架，并取消了可变轨距功能
STR_CR400_Z_NICKNAME,{BLACK}Nickname: {GOLD}Dragon and {RED}Phoenix bring prosperity,{BLACK}昵称：{GOLD}龙凤{RED}呈祥
STR_CR400BFC_NICKNAME,{BLACK}Nickname: {LTBLUE}Blessed Snow Welcomes Spring (Winter Olympic Livery Only),{BLACK}冬奥涂装版昵称：{LTBLUE}瑞雪迎春
STR_CR400BFZ_NICKNAME,"{BLACK}Nickname: {GOLD}Dragon and {RED}Phoenix bring prosperity,  {PURPLE}Egglpant (Folk)/ Aussie on Yangtze (Official) (Asia Game Livery Only)",{BLACK}昵称：{GOLD}龙凤{RED}呈祥{BLACK}，{PURPLE}茄子 (民间)/润泽江南 (官方) (亚运涂装)
STR_CR300AF_NICKNAME,{BLACK}Nickname: {LTBLUE}Smurfette,{BLACK}昵称：{LTBLUE}蓝妹妹
STR_CR300BF_NICKNAME,"{BLACK}Nickname: {LTBLUE}""Blue Antidote"" {GOLD}(Official), {LTBLUE}""Zombie Blue"" {GOLD}(Folk)",{BLACK}昵称：{LTBLUE}“蓝暖男”{GOLD}(官方)，{LTBLUE}“僵尸蓝”{GOLD}(民间)
# Alias Name,,
STR_ALIASNAME_JF1,"{BLACK}Alias Name: {GOLD}Mikai, MK1",{BLACK}曾用名：{GOLD}ミカイ，ㄇㄎ1型
STR_ALIASNAME_SL6,"{BLACK}Alias Name: {GOLD}Pashiku, PX6",{BLACK}曾用名：{GOLD}パシク，ㄆㄒ6型
STR_ALIASNAME_SL7,"{BLACK}Alias Name: {GOLD}PX7, SL7",{BLACK}别名：{GOLD}帕西7型，胜利7型
STR_ALIASNAME_KD7,"{BLACK}Alias Name: {GOLD}SL7",{BLACK}曾用名：{GOLD}ㄙㄌ7型
STR_ALIASNAME_HP,"{BLACK}Alias Name: {GOLD}Qianjin (QJ), Fandi (FD)",{BLACK}曾用名：{GOLD}反帝型 (FD) ，前进型 (QJ)
STR_ALIASNAME_QJ,"{BLACK}Alias Name: {GOLD}Heping (HP), Fandi (FD)",{BLACK}曾用名：{GOLD}和平型 (HP) ，反帝型 (FD)
STR_ALIASNAME_DF,"{BLACK}Alias Name: {GOLD}Great Loong, ND",{BLACK}曾用名：{GOLD}巨龙，ND
STR_ALIASNAME_SS1,{BLACK}Alias Name: {GOLD}6Y1,{BLACK}曾用名：{GOLD}6Y1
STR_ALIASNAME_HXD3,{BLACK}Alias Name: {GOLD}DJ3,{BLACK}曾用名：{GOLD}DJ3
STR_ALIASNAME_FXD1B,{BLACK}Alias Name: {GOLD}HXD1F (Hexie/Harmony 1F Electric Locomotive),{BLACK}曾用名：{GOLD}HXD1F(和谐1F型电力机车)
STR_ALIASNAME_FXD2B,{BLACK}Alias Name: {GOLD}HXD2F (Hexie/Harmony 2F Electric Locomotive),{BLACK}曾用名：{GOLD}HXD2F(和谐2F型电力机车)
STR_ALIASNAME_CJ1,{BLACK}Alias Name: {GOLD}CRH3A {BLACK}(Inter-City Version),{BLACK}曾用名：{GOLD}CRH3A {BLACK}(城际版)
STR_ALIASNAME_YZ1,{BLACK}Standardization From: Ha1,{BLACK}统型化自： ハ1
# Reliability,,
STR_RELDEC_VERY_HIGH,{BLACK}Reliability decay speed: {RED}Very high ({COMMA}),{BLACK}可靠性下降速度：{RED}极高（{COMMA}）
STR_RELDEC_HIGH,{BLACK}Reliability decay speed: {ORANGE}High ({COMMA}),{BLACK}可靠性下降速度：{ORANGE}较高（{COMMA}）
STR_RELDEC_MEDIUM,{BLACK}Reliability decay speed: {YELLOW}Medium ({COMMA}),{BLACK}可靠性下降速度：{YELLOW}一般（{COMMA}）
STR_RELDEC_LOW,{BLACK}Reliability decay speed: {GREEN}Low ({COMMA}),{BLACK}可靠性下降速度：{GREEN}较低（{COMMA}）
STR_RELDEC_VERY_LOW,{BLACK}Reliability decay speed: {BLUE}Very low ({COMMA}),{BLACK}可靠性下降速度：{BLUE}极低（{COMMA}）
# Speed,,
STR_ORIGIN_SPEED, - Origin Speed, - 原始速度
STR_310_KMH, - Max Speed 310 km/h, - 最高速度 310 km/h
STR_350_KMH," - Max Speed 350 km/h, Running Costs Increase", - 最高速度 350 km/h，运营费用增加
STR_380_KMH," - Max Speed 380 km/h, Running Costs Greatly Increase", - 最高速度 380 km/h，运营费用大幅增加
STR_CRH380AJ_486_KMH, - Max Speed 452 km/h, - 最高速度 452 km/h
STR_DJJ2_321_KMH, - {GOLD}321.5 km/h{BLACK}. Broke the Highest Speed Record of China's Railway on 27th Oct. 2002. Running Costs Greatly Increase, - {GOLD}321.5 km/h{BLACK}，2002年10月27日创下的当时中国铁路最高速。运营费用大幅增加
STR_350_AVAILABLE,Refittable to Max Speed 350 km/h (Increasing running costs),可改装为最高速度 350 km/h，运营费用增加
STR_350_380_AVAILABLE,Refittable to Max Speed 350 or 380 km/h (Increasing running costs),可改装为最高速度 350 或 380 km/h，运营费用增加
STR_DJJ2_321_AVAILABLE,This train has broke the Highest Speed Record of China's Railway by {GOLD}321.5 km/h{BLACK} on 27th Oct. 2002. Refittable to this speed (Increasing running costs),这列车曾经在2002年10月27日创下了当时中国铁路的最高速321.5 km/h。可改装到这一速度，运营费用增加
STR_CRH380AL_2541_486_AVAILABLE,"On the 13 of December, 2010, the train achieved the then-world's highest operational testing speed of 486.1 km/h.",这列车曾经在2010年12月13日创下了当时世界铁路运营试验最高速486.1 km/h
STR_CRH380AJ_AVAILABLE,Refittable to Max Speed 452 km/h ,可改装为最高速度 452 km/h
# Livery,,
STR_LV_PRE_GRAY,{GRAY} - Gray,{GRAY} - 灰色
STR_LV_PRE_DETERIORATE,{BLACK} - Deteriorated,{BLACK} - 老化后
STR_ORIGINAL,{BLACK} - Original Livery,{BLACK} - 原版涂装
STR_ALTERNATIVE,{BLACK} - Alternative Original Livery,{BLACK} - 另一种原版涂装
STR_REVERSE,{BLACK} └ the Reverse of the Livery Above,{BLACK} └ 翻转的涂装
STR_PROTOTYPE,{BLACK} - Prototype,{BLACK} - 原型车
STR_LATER,{BLACK} - Later Livery,{BLACK} - 后期涂装
STR_EARLIER,{BLACK} - Earlier Livery,{BLACK} - 早期涂装
STR_FACTORY,{BLACK} - Factory Livery,{BLACK} - 出厂涂装
STR_DETERIORATE,{BLACK} - Deteriorated Livery,{BLACK} - 老化后
STR_BLACK,{BLACK} - Black Livery,{BLACK} - 黑色涂装
STR_GRAY,{GRAY} - Gray Livery,{GRAY} - 灰色涂装
STR_ORANGE,{ORANGE} - Orange Livery,{ORANGE} - 橘色涂装
STR_YELLOW,{YELLOW} - Yellow Livery,{BLACK} - 黄色涂装
STR_GREEN,{GREEN} - Green Livery,{GREEN} - 绿色涂装
STR_SS7C_BANANA,{BLACK} - {YELLOW}Banana Yellow {BLACK}Livery,{BLACK} - {YELLOW}“香蕉”{BLACK}涂装
STR_RED,{RED} - Red Livery,{RED} - 红色涂装
STR_BROWN,{BROWN} - Brown Livery,{BROWN} - 褐色涂装
STR_WHITE,{WHITE} - White Livery,{WHITE} - 白色涂装
STR_BLUE,{BLUE} - Blue Livery,{BLUE} - 蓝色涂装
STR_LAKEBLUE,{LTBLUE} - Lake Blue Livery,{BLUE} - 湖蓝色涂装
STR_GRASSGREEN,{DKGREEN} - Dark Green Livery,{DKGREEN} - 草绿色涂装
STR_LATER_ORANGE,{ORANGE} - Later Orange Livery,{ORANGE} - 后期橘色涂装
STR_LATER_GREEN,{GREEN} - Later Green Livery,{GREEN} - 后期绿色涂装
STR_CREAM_DKBLUE,{CREAM} - Cream and {BLUE}Dark Blue {BLACK}Livery,{CREAM} - 米白色{BLUE}深蓝色{BLACK}涂装
STR_RANDOM_COLOR,{BLACK} - Ramdom Color,{BLACK} - 随机颜色
STR_RUSTYRED,{BROWN} - Rusty Red Color,{BROWN} - 锈红色
STR_WITH_NAMEPLATE,{GOLD} - With Nameplate,{GOLD} - 带铭牌
STR_WITHOUT_NAMEPLATE,{BLACK} - Without Nameplats,{BLACK} - 不带铭牌
STR_XIHU,{BLACK} - {GREEN}Xi'an{YELLOW}-{GREEN}Huxian {BLACK}Railway Livery,{BLACK} - {GREEN}西户铁路{BLACK}涂装
STR_XIHU_REVERSE,"{BLACK} - {GREEN}Xi'an{YELLOW}-{GREEN}Huxian {BLACK}Railway Livery, reversed",{BLACK} - {GREEN}西户铁路{BLACK}涂装，倒转方向
STR_DF4D_7000,{BLACK} - {GREEN}7000-{YELLOW}Series {BLACK}Livery,{BLACK} - {GREEN}7000{YELLOW}系{BLACK}涂装
STR_CHANGSHA,{BLACK} - Changsha Livery,{BLACK} - 长沙机务段涂装
STR_FUZHOU,{BLACK} - Fuzhou Livery,{BLACK} - 福州机务段涂装
STR_UKRAINE,{BLACK} - {YELLOW}Yellow {BLACK}and {BLUE}Blue {BLACK}Livery,{BLACK} - {YELLOW}“乌克兰”{BLUE}涂装
STR_DF4B_DPRK,{BLACK} - {BLUE}Blue-{DKGREEN}-Green {BLACK}Livery,{BLACK} - {BLUE}蓝{DKGREEN}绿{BLACK}相间涂装
STR_DF4D4000_DPRK,{BLACK} - {BLUE}Blue-{DKGREEN}-Green {BLACK}Livery,{BLACK} - {BLUE}蓝{DKGREEN}绿{BLACK}相间涂装
STR_DF4BN_ORIGINAL,{BLACK} - {BLUE}DF4B With New Bodyshell,{BLACK} - {BLUE}新头型DF4B
STR_DF4BN_REVERSE,{BLACK} - {BLUE}DF4B With New Bodyshell (Reversed),{BLACK} - {BLUE}新头型DF4B (反转)
STR_DF_YELLOW,{BLACK} - {GOLD}Yellow {GREEN}Line {BLACK}Livery,{BLACK} - {GOLD}黄色{GREEN}窗线{BLACK}涂装
STR_DF_WHITE,{BLACK} - {WHITE}White {GREEN}Line {BLACK}Livery,{BLACK} - {WHITE}白色{GREEN}窗线{BLACK}涂装
STR_LARGE_WINDSHIELD,{BLACK} - With Large Windsheild,{BLACK} - 带大烟板
STR_SMALL_WINDSHIELD,{BLACK} - With Small Windsheild,{BLACK} - 带小烟板
STR_WITHOUT_WINDSHIELD,{BLACK} - Without Windsheild,{BLACK} - 没有烟板
STR_LIVERY_4AXLE,{BLACK} - 4-Axle Tender,{BLACK} - 4轴煤水车
STR_LIVERY_6AXLE,{BLACK} - 6-Axle Tender,{BLACK} - 6轴煤水车
STR_PX7_BLUE,{BLUE} - South Manchuria Railway Blue Livery,{BLUE} - 南满洲铁道蓝色涂装
STR_PX7_GREEN,{GREEN} - South Manchuria Railway Green Livery,{GREEN} - 南满洲铁道绿色涂装
STR_SL7_BLACK,{BLACK} - China Railway Black Livery,{BLACK} - 国铁黑色涂装
STR_SL7_BLUE,{BLUE} - Shengyang Railway Museum Blue Livery,{BLUE} - 沈阳铁博蓝色涂装
STR_SL7_GREEN,{GREEN} - Shengyang Railway Museum Green Livery,{GREEN} - 沈阳铁博绿色涂装
STR_6Y2_LATE,{BLACK} - {GREEN}Late {BLACK}Livery,{BLACK} - {GREEN}晚期{BLACK}涂装
STR_SS4_BLUEROOF,{BLACK} - {WHITE}White {BLACK}Livery with {BLUE}Blue{BLACK} Roof,{BLACK} - 白色涂装（车顶为{BLUE}蓝{BLACK}色）
STR_SHENHUA,{BLACK} - {GOLD}Shenhua Groups Livery,{BLACK} - {GOLD}神华集团涂装
STR_GUONENG,{BLACK} - {GOLD}CHN Energy Livery,{BLACK} - {GOLD}国家能源集团涂装
STR_CHN2LAOS,{BLACK} - {GOLD}China-Laos Railway Livery,{BLACK} - {GOLD}中老铁路涂装
STR_WUJING,"{BLACK} - {GOLD}""Armed Police""Livery",{BLACK} - {GOLD}“武警”涂装
STR_DOUBLE_CAB,{BLACK} - {GOLD}Locomotive with Double Cab,{BLACK} - {GOLD}改装为两端司机室
STR_DFH7,{BLACK} - DFH7,
STR_DFH7B,{BLACK} - DFH7B,
STR_HXD_F,{BLACK} - HXD{COMMA}F,
STR_FXD_B,{BLACK} - FXD{COMMA}B,
STR_GONGQINGTUAN,"{BLACK} - ""Gongqingtuan"" Livery",{BLACK} - 共青团号涂装
STR_BUILD_YEAR,{BLACK} - According to build year,{BLACK} - 根据建造年份选择设计
STR_YW22_ORIGINAL,"{BLACK} - Original Design {RED}(Crowded) {BLACK}- Capacity 77, Comfort 240",{BLACK} - 初始设计 {RED}(拥挤) {BLACK}- 定员77，舒适度240
STR_YW22_1966,"{BLACK} - 1966 Design - Capacity 60, Comfort 288",{BLACK} - 1966年新设计 - 定员60，舒适度288
STR_ORDINARY_GREEN,{BLACK} - {GREEN}Ordinary Green {BLACK}Livery,{BLACK} - {GREEN}绿皮车{BLACK}涂装
STR_RED_WHITE,{BLACK} - {RED}Red {BLACK}and {WHITE}White,{BLACK} - {RED}红{WHITE}白{BLACK}相间
STR_BLUE_RED_WHITE,{BLACK} - {BLUE}Blue-{RED}Red{WHITE}-White,{BLACK} - {BLUE}蓝{WHITE}白{RED}红{BLACK}相间涂装
STR_BLUE_WHITE,{BLACK} - {BLUE}Blue-{RED}Red{WHITE}-White,{BLACK} - {BLUE}蓝{WHITE}白{BLACK}相间涂装
STR_RED_BLUE_GRAY,{BLACK} - {RED}Red-{BLUE}Blue-{GRAY}Gray,{BLACK} - {RED}红{BLUE}蓝{GRAY}灰{BLACK}相间涂装
STR_RBG_PLUG,{BLACK} - {RED}Red-{BLUE}Blue-{GRAY}Gray {BLACK}Version With Plug Doors,{BLACK} - {RED}红{BLUE}蓝{GRAY}灰{BLACK}相间涂装，塞拉门
STR_RBG_FOLD,{BLACK} - {RED}Red-{BLUE}Blue-{GRAY}Gray {BLACK}Version With Folding Doors,{BLACK} - {RED}红{BLUE}蓝{GRAY}灰{BLACK}相间涂装，折页门
STR_RED_SKYBLUE_GRAY,{BLACK} - {RED}Red-{BLUE}Sky Blue-{GRAY}Gray,{BLACK} - {RED}红{BLUE}天蓝{GRAY}灰{BLACK}相间涂装
STR_IMITATION_25K,{BLACK} - Imitation {BLUE}2{RED}5{WHITE}K {BLACK}Livery,{BLACK} - 仿{BLUE}2{RED}5{WHITE}K{BLACK}涂装
STR_IMITATION_25G,{BLACK} - Imitation {RED}2{ORANGE}5{WHITE}G {BLACK}Livery,{BLACK} - 仿{RED}2{ORANGE}5{WHITE}G{BLACK}涂装
STR_IMITATION_25Z,{BLACK} - Imitation {WHITE}2{BLUE}5{RED}Z {BLACK}Livery,{BLACK} - 仿{WHITE}2{BLUE}5{RED}Z{BLACK}涂装
STR_JITONG,{BLACK} - {BLUE}Ji'ning{RED}-{WHITE}Tongliao {BLUE}Railway {BLACK}Livery,{BLACK} - {BLUE}集{RED}通{WHITE}铁{BLUE}路{BLACK}涂装
STR_LUCHAOGANG,{BLACK} - {LTBLUE}Shanghai-Luchaogang {BLACK}Livery,{BLACK} - {LTBLUE}沪芦列车{BLACK}涂装
STR_LIAODONG,{BLACK} - Liaodong Peninsula Livery,{BLACK} - 辽东半岛号涂装
STR_STRENGTHEN,{BLACK} - With Strengthening Steel Sheet,{BLACK} - 带加强筋
STR_PLUGDOOR,{BLACK} - Version With Plug Doors,{BLACK} - 安装塞拉门的版本
STR_FOLDINGDOOR,{BLACK} - Version With Folding Doors,{BLACK} - 安装折页门的版本
STR_URUMQI_NORMAL,{BLACK} - {BLUE}Urumqi {RED}Railway {WHITE}Livery,{BLACK} - {BLUE}乌鲁{RED}木齐{WHITE}铁路局
STR_URUMQI,{BLACK} - Urumqi Railway Bureau,{BLACK} - 乌鲁木齐局灰色低开门涂装
STR_URUMQI2,{BLACK} - Urumqi Railway Bureau,{BLACK} - 乌鲁木齐局灰色高开门涂装
STR_XIAN,{BLACK} - Xi'an Railway Bureau,{BLACK} - 西安铁路局
STR_SHENYANG,{BLACK} - Shenyang Railway Bureau,{BLACK} - 沈阳铁路局
STR_HOHHOT,{BLACK} - Huhhot Railway Bureau,{BLACK} - 呼和浩特铁路局
STR_HARBIN,{BLACK} - Harbin Railway Bureau,{BLACK} - 哈尔滨铁路局
STR_BEIJING,{BLACK} - Beijing Livery,{BLACK} - 北京铁路局涂装
STR_BEIJING_FADE,{BLACK} - Beijing Livery (Colour Faded),{BLACK} - 褪色的北京铁路局涂装
STR_BJ_JN_T35,{BLUE} - Beijing to Jinan T35/6 Livery,{BLUE} - 北京至济南T35/6次双层配套涂装
STR_WUHAN,{BLACK} - Wuhan Livery,{BLACK} - 武汉铁路局涂装
STR_XIANXING,{BLACK} - Xianxing (Pioneer) Livery,{BLACK} - 先行号涂装
STR_FULONG,{BLACK} - Fulong Company Livery,{BLACK} - 福龙公司涂装
STR_XIZI,"{BLACK} - ""Xizi"" Livery","{BLACK} - {LTBLUE}""西子号""{BLACK}涂装"
STR_XIZI_GREEN,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}livery of ""Xizi"" Train","{BLACK} - {DKGREEN}""西子号""的刷绿{BLACK}涂装"
STR_XIZI_BUILD_YEAR,"{BLACK} - ""Xizi"" (According to build year)","{BLACK} - ""西子号""（根据建造年份选择涂装）"
STR_DONGFANG,{BLUE} - "Dongfang",{BLUE} - “东方号”涂装
STR_XINSHIJI,{BLUE} - "New Century",{BLUE} - “新世纪号”涂装
STR_BLUE_XINSHIJI,{BLUE} - "New Century" Blue Livery,{BLUE} - “新世纪号”蓝色涂装
STR_RED_XINSHIJI,{RED} - "New Century" Red Livery,{RED} - “新世纪号”红色涂装
STR_LUNENG,{BLUE} - "Luneng",{BLUE} - “鲁能号”涂装
STR_DACAOYUAN,{RED} - "Vast Greenland",{RED} - “大草原号”涂装
STR_SHIQIN,{BLUE} - "Shiqin Express",{BLUE} - “石秦特快”涂装
STR_HAIXIA,{GRAY} - "Strait",{GRAY} - “海峡号”涂装
STR_2008,{BLUE} - "Olympics",{BLUE} - “奥运号”涂装
STR_DAYAOSHAN,{BLUE} - {RED}"Da{WHITE}yao{BLUE}shan",{BLUE} - {BLACK}“{RED}大{WHITE}瑶{BLUE}山{BLACK}号”涂装
STR_DAYAOSHAN_LTBLUE,{BLUE} - {RED}"Da{WHITE}yao{LTBLUE}shan" Light Blue {BLACK}Livery,{BLUE} - {BLACK}“{RED}大{WHITE}瑶{LTBLUE}山{BLACK}号”{LTBLUE}天蓝色{BLACK}涂装
STR_DAYAOSHAN_DKBLUE,{BLUE} - {RED}"Da{WHITE}yao{BLUE}shan" Dark Blue {BLACK}Livery,{BLUE} - {BLACK}“{RED}大{WHITE}瑶{BLUE}山{BLACK}号”{BLUE}深蓝色{BLACK}涂装
STR_DAYAOSHAN_25Z,{BLUE} - {RED}"Da{WHITE}yao{BLUE}shan" {BLACK}Imitation {BLUE}2{RED}5{WHITE}Z {BLACK}Livery,{BLUE} - {BLACK}“{RED}大{WHITE}瑶{BLUE}山{BLACK}号”仿{BLUE}2{RED}5{WHITE}Z{BLACK}涂装
STR_JINLUN,{BLACK} - {BLUE}"Ji{RED}nl{WHITE}un",{BLACK} - {BLACK}“{BLUE}金{RED}轮{WHITE}号{BLACK}”{GRAY}涂装
STR_JINGGANGSHAN,{BLACK} - {WHITE}"Jinggang{RED}shan",{BLACK} - {WHITE}“井冈{RED}山号”{BLACK}涂装
STR_YILI,{BLUE} - Yili's Advertisement Livery,{BLUE} - 伊利广告涂装
STR_HEJIU,{BLACK} - Hefei-Jiujiang Railway Livery,{BLACK} - 合九铁路涂装
STR_GYR,{BLACK} - Guangxi Yanhai Raiway,{BLACK} - 广西沿海铁路涂装
STR_GMSR,{BLACK} - Guangzhou-Meizhou-Shantou Railway Livery,{BLACK} - 广梅汕铁路涂装
STR_GMSR_EARLY,{BLACK} - Guangzhou-Meizhou-Shantou Railway Early Livery,{BLACK} - 广梅汕铁路早期涂装
STR_GUANGSHEN,{BLACK} - Guangzhou-Shenzhen Railway Livery,{BLACK} - 广深铁路涂装
STR_GUANGSHEN_CHANGKE_1,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Changchun Railway Vehicle Works, Production Batch 1st)",{BLACK} - 广深铁路（长春客车厂一批次）涂装
STR_GUANGSHEN_CHANGKE_2,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Changchun Railway Vehicle Works, Production Batch 2nd)",{BLACK} - 广深铁路（长春客车厂二批次）涂装
STR_GUANGSHEN_CHANGKE_SKIRTS,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Changchun Railway Vehicle Works, With Skirts)",{BLACK} - 广深铁路（长春客车厂带裙板）涂装
STR_GUANGSHEN_SIFANG_1,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Sifang Railway Vehicle Works, Production Batch 1st)",{BLACK} - 广深铁路（四方厂一批次）涂装
STR_GUANGSHEN_SIFANG_2,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Sifang Railway Vehicle Works, Production Batch 2nd)",{BLACK} - 广深铁路（四方厂二批次）涂装
STR_GUANGSHEN_SIFANG_SKIRTS,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Sifang Railway Vehicle Works, With Skirts)",{BLACK} - 广深铁路（四方厂带裙板）涂装
STR_GUANGSHEN_SIFANG_DOUBLE_DECKER,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Sifang Railway Vehicle Works, Double Decker)",{BLACK} - 广深铁路（四方厂双层）涂装
STR_GUANGSHEN_SIFANG_ALTERNATIVE,"{BLACK} - Alternative Guangzhou-Shenzhen Railway Livery (Sifang Railway Vehicle Works, With Skirts)",{BLACK} - 另一种广深铁路（四方厂带裙板）涂装
STR_GUANGSHEN_PUZHEN_1,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Puzhen Railway Vehicle Works, Production Batch 1st)",{BLACK} - 广深铁路（浦镇厂一批次）涂装
STR_GUANGSHEN_PUZHEN_2,"{BLACK} - Guangzhou-Shenzhen Railway Livery (Puzhen Railway Vehicle Works, Production Batch 2nd)",{BLACK} - 广深铁路（浦镇厂二批次）涂装
STR_GUANGSHEN_GREEN,{BLACK} - {DKGREEN}Guangzhou-Shenzhen Railway Green {BLACK}Livery,{BLACK} - {DKGREEN}广深铁路刷绿涂装
STR_JINWEN,{BLACK} - {WHITE}Jinhua{RED}-{BLUE}Wenzhou {WHITE}Railway {BLACK}Company,{BLACK} - {WHITE}金{RED}温{BLUE}铁{WHITE}路{BLACK}公司
STR_JINWEN_WIDE,{BLACK} - {WHITE}Jinhua{RED}-{BLUE}Wenzhou {WHITE}Railway {BLACK}Company With Wide Windows,{BLACK} - {WHITE}金{RED}温{BLUE}铁{WHITE}路{BLACK}涂装宽窗版
STR_JINWEN_GREEN,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}livery of Jinhua-Wenzhou Railway Company",{BLACK} - 金温铁路涂装的{DKGREEN}刷绿版本
